image_id,xmin,ymin,xmax,ymax
c6fd67ce013bd114f2d88f19577949f9,0,0,711,519
11b9ba519e4642d31b1a9b9eb5c13528,297,75,428,199
2b0bf7025bcec90e91977714355b67db,184,138,250,255
0c3092d93534d5057e83ebec43f64639,0,0,896,1024
1b4d619da6e6535dcfdc0f19260bed5b,280,46,515,234
375921a0cbfa0bd0c16bdf5ced973aa5,0,0,545,778
fe72b38305accef323beeb11e665405f,314,831,474,1024
797b12c562ba8a0b8435b79d50b05916,158,0,886,406
857649b385066f921727f410f7c92a26,215,904,323,985
d65ced04d9bbf3796fd73969c5e180f0,127,529,496,829
2b469a421c0a55a3b059ce18b44d8460,83,137,249,225
1e11716ac1f0ad54efc8f53389864e76,99,366,212,466
bb1d562fe1235c6fe9937088c489148c,0,546,149,634
2f1b18378497afd5a495046902d101c2,1144,580,1270,689
0104e979166ae5ca3bc3513aae57edbc,1051,0,1280,487
eaff047e1ce168fcc24c66cf9c6f7a99,189,749,307,894
88701a283ec5c83dea879baba7c20592,0,0,447,873
c7fe8f0721d38613b30b359e9a1a47c2,237,859,327,968
114c868233bcefa5f4021ea29c340dc7,460,636,979,976
6c91785fc98614a01c95cc9963f97368,523,452,605,607
70c8dcf20b139f21ed80fcf058df26d7,589,735,748,813
4c04d8df577eaa3e9724e8f323a438b4,948,891,1151,1024
3bc4e74a1558998b4a6db294cac43ecc,463,488,615,611
1d59154f4946b7d302288fc7f3e0dbce,0,661,372,994
678a60fa1b0dd271a7fbb28a49d09673,889,189,1042,335
dfe36c8d79a5ec1170ade77e2a391809,565,714,658,776
218fd5bd1fa15d4bbc3b9de0e63a7cec,129,839,232,989
fe97e3c664de3132b53362f482196da5,610,699,665,818
bc9740f5e5cc0b3ee3806204f8c4256c,39,0,1280,698
326ee16307c1abc249aefd95887d5550,136,208,518,658
99196f5d12823417f14478f72a77b61d,728,260,902,463
704d33d621e7c6dec5114c40bfe157b6,154,0,778,850
d88388e2ca58f0033e91058e0044d7e4,490,126,603,221
6d442a4f4c7ceebebb832e4d320d491c,297,499,807,813
c561b0d2600dadb99ba39f171f8adff1,995,42,1280,561
c4278a04516bec2c1df13d2bcc2407bc,792,691,940,783
5728316a66875f76297fc7ac1c2e6e8f,554,15,668,130
c2fca2d6f403d27a6a9e2e666384049d,0,91,522,1024
540c0ece3335becde4259b1b3e05fd02,1046,678,1119,873
4b021bdf1ab23896cc29878cd639f4e8,703,20,818,71
deae9a1b70ed87daba044091d60ec275,240,73,936,426
a1e8a6f09b4812746819192b94a0c6b8,292,557,371,611
2189f932b4e484fb39ecb76e84c81e20,737,936,867,1008
94b543e70fa1ccf90b82b87be2c269ce,476,425,979,894
3be357cf1927510bf9dfe81a0cc69bb1,636,883,758,939
46d63fb9262c76017a0304e19ea8f194,731,124,858,214
0d096b0f13b67420c72b3a26678b821e,396,582,565,633
46f8e915282da4beb336a21bbbc21a69,147,496,200,570
0258735d9265b55ef417b775ab393016,912,0,1120,367
0fc79fbfb0b45187f8468c8bb8ada82c,638,2,1245,234
c6a4c70aa42479cc4d33b6e97e340a82,283,247,342,379
70cf2743e889f528d11ce136ce2f20b7,272,954,335,1024
d6e42d6bbbf5c02ce8130e57cde647c3,273,572,452,737
a3c134b51c9548981c733e8e34e46d8e,192,929,343,1024
af24b65e98f78042bcce5a2a89a4fa5b,1059,789,1195,868
210cf750862105a0abf9d1c9d66ee201,509,869,738,1024
8958cc56c2b1647912d4df4526f2735d,431,604,522,719
4509a1d32a6a98454cd5b840d3236ed5,1095,131,1185,225
d45ad709de2335c09c72c82f04098d44,842,235,1280,659
a788c10a0bfe2e8fd7e51c6ae02ecf36,436,736,640,933
722f14804ff3ee26f1c803b181811a2b,129,0,1280,1024
c71db9ab4c73d06296712500d01ae3ac,798,56,896,136
97fb3eac832912b2dac776baaae68afd,321,652,579,985
73d419879951c45045a3bf8e11e15d37,483,0,658,294
39b3b53acef933c6e6361f1a6719a8a0,914,56,1276,541
7bdbb2d02cdafb3bb9d97466380761de,1053,272,1140,380
c5b34e9bbe8e230e2f94b9277c3ac59a,434,116,544,210
bcc9fa4c09680ae87efcf835223d100f,888,466,1245,785
61e1a8af3a2cda6f12f7ec24bacb7bd6,192,109,292,165
93a8ace080202dd01ace4f14c15576c8,1030,79,1199,414
f8da4226a79c59c4021b0d6c5770c99c,196,656,295,717
b05f2125babe721c4d51677f34d79ba1,481,636,573,765
ead3f9890844727222a8f1e07d535cf4,524,68,712,191
3f1e789433d10820f7ecf0de2f5bb583,853,572,899,632
f7e67d3d5021cc604c1441aa7a620c8b,81,304,285,394
8c79dce457e6ee50cc753dd87540ac6a,415,69,535,179
1727cf386eb3b32b26bcc8fe1ebf4000,177,97,261,193
377fd63f43e56bf176691e0992e88005,246,729,415,1012
87f542205ddf5e181398d6d82cd21f76,0,645,166,758
229187d1feab91e1d8d835bceb80b621,754,216,809,325
c881573026ce23ca00385cb71d0f5836,530,599,665,865
a3e9c45799b423fa8c4698ac9528c68c,513,576,622,942
f79d76a38513cc2acdd5078cb5bf6742,0,0,301,150
f86356d3492b13be4065b09733c4c53a,1026,339,1149,540
c536e6f55268105938490a09f7ec6c51,0,660,209,890
18b8730d4bca5063c6d9f8c967b93dea,932,659,1216,908
571f9b3f63da4977348c33395c803483,577,864,740,1001
cd5a828a67d942a226748b0f7fde7732,46,254,323,415
f856b4f4789e4a1d94e66b68977f91a4,902,587,943,712
1b748597c4e48d956d52cdb16a9a4f74,1054,772,1142,887
b185182de8caa54887ee751fc4f8e923,0,0,666,797
7196d607c3fac3644c17983544f95cb3,1083,712,1226,849
f8d3699b4a08356fc61275b1d63684eb,312,842,450,1024
b868e801ed8fb21c82398d58ac80233e,597,745,711,858
ecb0d0dd6c7a19ba51962b774eccec93,1021,740,1154,867
3fa75b3990b45eaa3716f162177216b8,353,377,572,776
bda2db9b1a17ba01755238ce9a43ebbe,76,0,1280,724
0b5a7f8f6de446d0c0d3a451488e55fd,1091,183,1280,844
09e70aa1e38b885ee2c16ba1efe16737,325,664,463,715
a2b2ba0a5dc866fc2cbdbeab557683a2,1011,0,1280,636
32190d9bdea0bfd2b4ae7583d0b793bd,1098,544,1183,697
824eea056ab968dd8b8a1617a2c7f9f0,914,253,987,490
aea2f2b083719190224afce8ef107660,850,226,1001,322
c833c7b78ff64daf385d2e4e0f9484b7,954,44,996,159
6d7ece31619b9774d50eea488468c230,795,832,849,929
949f62f94bd2668e452edb5c7d5fca66,692,907,816,1024
8ca3dd0fd2f893df1284be8c67c8337c,958,809,1022,921
ab47507f309e30589405a19cf83eefe8,847,219,1280,1024
0de920bc16d7e8defde763b01c631ff5,978,394,1060,447
7088852c208dc05615fff249ea86ce8a,495,46,962,423
094222d60ebff3b00faec007d0ace752,0,668,247,1024
71a081608daa621474be00263461ae82,658,427,965,541
3b2bb9ec84587862367d48dabcb55b2a,378,721,440,879
56421adea5a1b54a26c7a6af1131a16c,773,365,827,468
defb1e8e70953f21f9dacca4cbb3bdf9,120,660,655,1024
bdfb7762b42786498942aaf79222c196,612,17,766,97
eb178238c90af2bf81e334179334f88d,354,183,499,248
3cf0fa34a9fb119ec4416853a14085c0,268,0,501,427
36683791560df3b1d049b4ee216e8c65,222,585,336,674
389cc9d476a0569570308b8f0b09a2b2,584,629,678,768
6da5e75892d601c361d86e3cb90671cf,851,688,1174,838
e1f4b7c3d0823dcc1e47b0b43a26fcf7,876,444,1119,560
29c6f32499fd099316e661633452d2bb,642,188,1280,923
f68d9deef48d8c4f0dee11fbbf3e1c2c,740,67,894,140
f4282a39117c7b3241fdecbd861821dc,191,772,822,1005
0560f16d80ba527fc6e2e8b02aa31c41,781,328,828,448
522ff9846f7dae113c6deb14474753c0,337,725,441,838
72fa8c90ba06f316c35929eb44229a60,344,608,525,832
d3fdd41b45c0370090ca4272b92196cb,460,836,619,939
e3cf6efca0e4563d1e6916ec4e63b3ad,563,261,653,372
7510b64c141cb84e378437bb515bc0a9,462,694,908,924
953059f18205b18333ecf0f3fd3de330,379,544,488,680
96b8bd2e4c7d5b6f3dee81263a5c99b6,436,73,548,135
98f0f9d6ae21a72be7d0c7523cac31c8,1051,891,1152,991
5bbebc0b913c5e8b36d2f839cd325398,535,944,603,1024
d887dad4bf8abee62a4ac19a7e9de64d,846,0,1042,183
ba85c996087f3a07bcb39a996a933edb,768,107,891,179
4baee90d1f84a09f879c0a7fe595f595,0,295,1280,1024
d516b55ac6ca7402240b0ffca31005ef,1090,885,1140,1001
96fb3207a044e254a15bb7b45464dbdc,562,166,1280,1024
bf354fb7fd4ade4850321e6b3b83e69f,511,136,889,959
c1c062ae23465ad8a0c2819088de4454,1091,850,1269,934
6279b7599e54a01275666f4c581d5f8a,1088,825,1232,887
f0fc4d3c1c32ecd71cf5441227083e7a,887,782,1216,1024
00c2b3f861730e9349f36584f00a35cf,400,280,565,545
1fa709aaa4be254c1c22bf8f0a018ac5,0,517,378,812
de9c9bd96b8b991866656f09a19d7fd2,862,722,1020,1000
517ba4e14f373ddc0e95445fb6ae71e9,0,149,1279,777
59d4a821e9bf0fa0f98d9a51c0680028,170,941,244,1024
a653ffb1a77fae46ce2b9c4a814d8f01,0,392,570,1024
be260a8399b4e9c7c4c50d9ee9118f62,921,218,1016,275
2f3dd2bdb11d8710d12e10fb968465c5,367,131,496,258
4b5f3a84b811836d090dcf3e83ab3f03,834,247,952,453
3e61fb0cf3c319c1794948a4200d25c7,146,0,353,168
038340612de97bea4ae2e59e68f13b5a,311,254,644,374
b04f366fcc7e784d80ec7a4be7ccea88,964,188,1053,360
79ff47cddb0fe9b355d50deb091891e5,1160,725,1280,880
536d4096e4145c14541ee63b4e1dec20,0,707,400,990
d1be15c7f92ce0736aa61cea8b92678f,783,68,1280,702
97aab6d425320ea735724a4b42e8aa24,269,675,308,746
579911a2399019d9e29b924bd5fdefb7,426,91,557,216
7b64dc1f039a582c4e74ac44d0bee27d,382,364,573,480
0459d4978fae271c97eb2bf98b2f66e2,598,729,680,781
6af3f6e7f57cebec988de08db070e112,23,339,391,601
1ce89a346250aabceb2d8e035461c704,450,26,617,265
97970a257658ab4b3f2642530c282fdd,489,868,591,927
4427cb887ede76fbf6c341f82b8f07af,520,843,928,995
adcffedceffa0842b3f7ab57a3369817,1000,250,1117,331
791f6c49ca610f42b9b915aa3f914beb,625,761,1280,1024
8e828fcb0ccddd232f47017b52c9a58f,318,159,451,305
816c53b0081db0847720d7a608f1ad91,282,0,1068,998
c3c89216f71c10a370cd3e7bfba11f96,685,688,869,791
1f560ca1e21c1f2bcbe14e8995863b2f,779,430,903,510
c4e04f74b6c1e512c120a0ca37c23c84,612,304,1241,591
8c782603c36a732af8b92f0d3b2971b2,156,497,393,691
1b0ac0f9da0f0235b7bdb418c826fcea,1073,332,1189,405
3fb8cb832ce6fee03e5a5f9799258b40,877,733,976,837
6f082710956662294176d2038e11883f,879,733,1018,825
9a158ff0872cf85064cd83426fea6cd3,700,0,1036,506
058f8ae9afcb7d310e5764946fdc4285,1070,48,1223,388
6efe61651f842279e0219b3ec6b06c8c,0,0,852,684
d1bb69a5a697f3e737299960cf4b5f35,1165,433,1280,504
3743a8238f2973c990cd47299f862261,714,253,967,468
1f4b64d52eef855f2861ab2a82f0a9ed,1014,806,1129,915
655c333756dabb612be79d9525174fc1,197,207,347,406
3a1d977b632d24fe1dbffc4cb873ba53,1000,737,1181,864
9ad138bbc3d158caa1b214bf909f29af,945,650,1079,784
6723adedb50ed2a27ee8314dde977818,657,264,775,462
3fab66a4f3cd691b502fda1140257eb5,717,72,831,191
97fd5ddb1cf734f442f3486e1345136e,785,522,859,630
ced14b582ef2c30b99f2d8cef6885994,496,25,618,193
f2e21d8c1ab79d582d09a566dfe6073f,200,537,280,763
dd984b16df11090e0f5f4ec4fdafffcf,864,36,1024,207
58aab08f55c13a3f2e7e1729d59c61e3,292,0,626,487
a9b2b605e10ecfccdda8ed6505b293d0,29,442,287,582
67096992703b2dbe768883c0c7220170,1010,723,1161,802
4485e4dd96609a1699a3c63af6877cfb,706,258,887,344
f209cb61d2c67b0005ee31b3820e894d,842,638,1061,790
7e34c2931d2861002900bc0203100d6a,279,612,394,664
c5ae267ae9b21642549366c3eb8c7548,425,22,526,118
1d9ddcffdd18ebd2cf328aa53e1631dd,180,458,315,538
afe2dab4c23246561ea532a571cb5b56,474,117,1127,698
957933a7bbcd9141f005f1f7b8167ed5,585,272,702,401
24afb542cd5bf4654254c39bbe87ab20,810,194,822,273
82a03b108972026a46618b0d2b52949b,177,83,230,162
43741439300920c1cd25c8b42f66e56c,125,704,155,833
120f6c875d2dc8e4d330f5d3fbe0e10d,1108,871,1145,935
0656de49f23f165edd7543ee6e1865fd,0,164,882,1024
5d285ad9d81a2a0bce0391f7c529e108,1017,857,1134,982
b15bf3d30c8c0b568169d99a9f20cb14,450,859,576,966
937a3845d95924f7dbf17757c8fca9b0,865,159,897,210
b84ba7a22c54dcb407c3e7ba6978f46e,582,190,647,284
217efd90161d2f63816ddd87e109ef8e,376,728,491,881
eda87f7085146b79f2dea478c21eecb1,394,809,493,852
cd541533c6d62dac83cb4b2af1656ce7,1162,277,1177,392
222a7ad66c95245982e0228ab7cc1c95,338,365,417,457
c03be80f7f079a38a384a0aeb5df286e,920,721,943,882
9b39a43d62889e03412e8bb3457bf0dd,380,557,457,636
e22c928a39720ab96a43a609c1186052,518,457,536,528
516718e281ceb60d55cf2c5ddc89649b,201,344,299,547
524f3cec457f41184f163a015b71a27d,189,0,297,698
d533d3e3a6559fc374a6a8b3e8f621d5,432,410,466,441
5b15738573d7a148db6b1a9424882fe3,867,354,1280,589
688cf66f93f05789010ecfd89d07e53f,253,454,386,578
8220a9561f6d8ad8b1e0d2aee33ca56f,595,58,720,132
26eea5bb765f69a27ab00fd79299c7ea,27,115,523,658
37a99f1ff17a54f177e0025147780860,988,367,1003,475
db40a80060101b6dd39ba1a1f613d7f7,344,523,381,860
6e8af1c2d153d833a038b2937fd08992,621,333,671,367
a1190d76200aed6a07cb2943d3ad7880,671,607,723,657
c1ee9e2cbfa784042e395d44c0549b08,330,163,411,351
3edc26412b02f5017ebc813ef5fcdcb5,970,933,1114,1002
b8e79ded6832bb851d3f2f255780ecc3,489,390,515,544
f1746f1a9dcd5d7b0401ba4671729554,225,782,264,835
23814c10c5d4f585a18c52ab7e6a7692,673,666,716,765
625c9f8c0d99e76a76feb41e431f9844,705,453,779,534
fe71bb57b0ec34a6802953e0978c198d,270,121,577,198
c203f5e0d606397107bb30731032a51e,798,769,1280,1000
955d216bf14fb446b166bd804629be7d,897,398,944,415
26095aeeeb820a54f21ddad89f862913,866,925,876,993
35b61192112a6f2fde9da2a42091f411,311,657,719,1024
9c810d0da7c11aeb615915017e4bae0a,568,463,583,499
d77b78c582ed747a2eaa454b44d77ef8,1156,286,1224,400
3352f5f51af7b03699ab31337c5f59fb,671,182,750,232
eee27507c5921d2802dc8c07a3296095,428,286,445,365
e02e6888a844cdc4f6277c1a1529bf8b,462,432,482,509
aef34049c646bb9e97f673bd61d3dc9e,370,602,449,664
97f12eb44fffa3dfb19c18531d73f58f,1144,472,1196,497
7d6babd4e93220fe6617c0f4916f828e,1045,591,1096,664
48b6cd5bbc8a8c59061acd73a56344d8,821,234,848,307
b32a4ce349d1c80018e87f8bf05793b7,518,521,666,769
882bf027d9fd5fce3dc948b09df968f5,346,918,417,943
c6e6cf781e6b867f50626cbd1fc9c319,0,154,384,673
cc0fa75fd81198156b36c6298dd6b92b,1019,62,1177,168
f909a75dd73ba8e5ef4f411ceb89092c,468,945,521,989
48a5e5ad827ab653b317e7bf95991f66,477,463,1121,684
b8e8ae14cfa2594cdf04878c1dff1f6d,1105,694,1147,868
b97193666a7276ed150087cd3b2528dd,809,506,937,536
992e77f621b078d24423a52ab6725c95,133,555,732,1024
9541dea1b1f34452e54fe09bd7f448f5,178,366,251,412
034c16429d07f5463a2fcc93c8cf3267,736,579,754,627
87db176f917e6ecbc4b80f0dea9ae19e,222,652,323,667
53e84e61a9ddffa443f636fd5fe819e4,229,134,299,285
4f38ba27b5c19c95dc40693e7a25839c,0,0,280,230
66b649590f5738c4f0281e343ad6e980,1162,399,1242,512
701ae16ec0057879f32e52b05e68b53f,752,419,811,501
b870fccbb16a9ff58a7b9d9d2f64a3b1,942,24,1235,160
a5b1b8dc8c31c4edfa877ee347574734,270,874,374,886
320bd8993e6f512508ffe66fa4ea068d,1136,168,1178,211
88ef61d66f0674bf1ab4625dae47eca9,584,732,845,949
d41408cc33dd617c46dd561a270fe1e6,1001,855,1027,1024
fd7a9900a42327eab8cb979ed888e748,883,773,905,860
9b53c9afd60628dc256bc9b3f05afbc2,977,535,1029,598
52ddbeb6747de02835bbe571ef799120,360,878,418,917
8131906607fd2e12ec8fba6d353dd868,570,0,768,356
8edbbfce991223acc4df5d434dcd6e04,579,73,747,172
b68725c58e95cd6359ea8ac05f31d020,1106,782,1203,810
1164a54458c0a83fdc6584973e579914,757,540,939,987
389de9a8f36f1747c317a67f96863e4d,528,758,658,822
323d31696e5527076e5edfd53a1c8641,1102,487,1234,520
8060d0a26d79b7955dbff11892a74152,564,202,644,396
1e5d2d353d859f07eb74883afca9e532,1066,375,1089,469
db59d3c07afd6869774bd3ae243dc9cf,942,384,1143,447
26114593e21c9a05b375857caa823947,466,421,1005,720
314658cb1e844313c802ec1e85daf349,577,698,762,783
523064d750603d8db822f016239de564,511,548,558,610
c4727fd045645979dab798747b58b32f,733,638,798,733
58b39e482edd4b9bbf86b49e9bf28331,481,665,639,793
859c1971954dec3c73f964dda5c049ba,565,0,629,130
063cf7985400f110dd839b4c520ee40f,1028,0,1280,703
d489c2a457e79d94d924c93e84c9b5af,163,244,313,346
314986114f3fb73c08fb5115e9e05943,935,600,1043,641
eb81da20dd44e4b4c60cc1118038da30,281,57,361,109
9d81c0118d91c0b4f33cef2d53200920,0,261,149,331
f4e18db8ceab47c5e5142f8bad0fafcb,848,684,999,861
76f0b8478cba373fbe45db1b1d88c0d1,866,419,971,538
598bda676586e1b951df245de249ff3e,1135,277,1190,383
dd416fc449c0746dac4b1a86202cdd3d,351,770,439,828
302e0d9aafa34300812fca3e89e581ec,380,815,413,886
d3f12bb0f8fc9565c331f2016fa69a6c,977,666,1103,1000
64bdbef7ad90842f2c69db15043c7385,366,776,513,799
5abd819c2558745b2210478121938374,679,458,728,466
4623277d68b2b45d00918422e0332266,163,861,261,1004
8c913a132123f49fb5e8173dd74d35ba,481,436,637,484
05bb2406fa0fbe5c23012c6acfb6440c,562,256,587,271
e83561c15bda0936540d663f99fd8177,624,363,666,478
acf5364ba99c414f03a2d46c7430114a,340,238,398,271
8a06cbdbb403c3993ba2c1543497c11e,1017,110,1082,246
c172e937db90efe56bdcd6bfee208d78,516,321,741,531
cf97dcdc06e902cad5219207241049d6,67,28,154,80
d3611f168419abcc569bd70ff5a06b32,133,735,248,999
0791294523e83a43eae90ad008daf213,770,386,791,406
98ea73dfbffcee0b56d3616aa32aca0e,783,635,827,667
2b691b5fdee0159e7190a90300ef88b5,0,776,1280,1024
8bdb457d6611473a4b8599ae0425b882,393,298,417,376
5aa5e286d957d171bb6c40411e62b57b,211,497,223,595
3585cf8abcecf08744bbfda20fbe4499,1074,738,1149,747
5afe6a2b6ea3af10d8a694c8fca0dc31,942,846,971,872
147993461fb745b7ae877aa1264418ef,719,60,728,80
53e11904441a202022a118c2e3210f49,417,721,490,781
a013c4fd9b35136e8cdb8cd8cd15fb88,861,170,921,231
c349ec47001f10789943dd5a5e971965,434,835,490,932
d29e6f59b0aec7ce2be9b7136fa57f27,569,918,584,994
477990f30987895c2ab9aa78e611b523,795,263,826,332
6aef427d3995eeee17e40f77db762e30,225,217,242,252
b663a024614bfae9284df2e90e95be16,122,954,151,984
128cec42c9e7580c261a1de70f319b84,346,890,362,970
22bad255069d648b1ed44a93acf109c6,1046,0,1280,169
2aa3a02eca0b280a6eaac56f92fc9d3b,597,3,731,168
01a0010dee2e8adb3dbfa53effd2df11,213,775,257,991
9ad128d87ba77fd9b6ee4c62b42785e2,304,897,336,933
1f0eef1517b440899c2057bd1bdec0ec,967,378,1081,523
c568c250f317f6c16446ba2eda35d6d8,29,132,378,465
b7b5bef01488b625a4f864414d0499aa,343,334,558,440
7d1117062a08a7d441cc1aa26f3c96bb,297,356,410,476
8052d87228b83366c149577a8b353004,885,322,940,550
439cc2c279f920d2b483fe374f28efd4,398,184,471,225
2cd3da9ecf88c3b28c1e984cf6ac01ba,744,906,772,1020
880f7f5588e9d5ebad0d63a208bf446b,416,858,954,1014
2d0f2243e29c89f32b61ce65d22f2c6c,292,765,429,823
dd5e75a812a7058653469e4af00fba5b,647,159,703,197
bce722d01e5e29f342856d3dee26dd7a,1186,834,1234,1024
ae2c056be3616b8c2d2c95d40c9e5210,796,713,870,757
a165b623e1ee6654e6f363b67733b883,894,431,941,493
745f530f046274239c36a66b105dc2eb,242,645,565,726
fecc6c327bb1925c77fe61bf6ea106af,290,377,367,395
bb3e8b5006a8699de25eeb6538193beb,647,292,709,330
8ac179b30c97118d989cb22f6ac04ffd,76,756,104,809
0f00e1f87eaad36ac324f03bdc262418,105,889,127,909
ce0b31804cb6dacd0ba6219f409e7019,609,701,681,720
9e4769dd8ac69ef58517130d9f617b80,780,451,922,562
3ee8e100552bea2efb13d3f456f3f525,520,0,734,280
d9245a48a2f8934a5084906a0fb19189,586,377,704,464
9a23777c7d71a109e5825cd82ee1e483,866,317,995,362
5eaa4a31727b5f1dfd6617b8b5e934a3,1092,39,1111,122
933ad5a4f1206c041c02058e27858be2,186,32,292,101
4a8a27b0bf5f61e67130b0ce3d1a412d,0,61,331,706
2418d068dab09424d6728d459645c68a,1078,355,1107,445
8b00296d987c59d2ec69ee7cbd32633e,587,695,754,754
7658a09260f51c400edb114272231288,95,90,149,107
c341451f4a5f86b00493a11658f9b2e3,914,841,989,1024
29ae2a7d5d710d6db60bfe9df8c60eae,174,940,305,975
a47e001477ec1355a1aac65ef8fff22e,152,103,519,450
ce975618a6d44d806ce32df5c64a463e,239,95,826,1024
080e2b86e080b5ce2a5058041d2e5548,746,144,814,193
5af95e01d6d9f92eb66bfeaccf0d6ebd,581,385,651,470
a7d9dabb0bf4b0c9dff2e0c86d18087b,596,471,861,1024
5c9d93e5f5f6fcce3d34949969df26ea,812,0,904,174
df73bdabe43a7941365f89b768db31cc,1076,96,1115,189
ca79bcd46ff3ac81a32c80ba7af50553,512,208,605,301
7222cd7d725c8de5167f4eae3aaf9d33,754,135,879,313
a2fdb16520aabbdd2318b4eb9a822e63,39,0,544,1024
e3931fee15e952e1f18f7ce34ab35823,644,784,890,980
6bd93aa43eaee6a48e7853a1ddd19c51,931,686,982,762
d77c58a173da1d741a7101d599219fdd,105,248,259,752
e74fe4511e21055ecb784fe456fe22ca,176,117,211,277
725e44e82af3157e68bfb9d655835da5,1068,224,1125,288
d32e6acfdf27e6c6a17bdb2b84af12b0,710,68,772,155
63bd5bc3e13b14435cfb92ff18cd726f,238,62,272,78
1b5263e48e0ecd127141b875471cf620,618,262,754,315
7e98303c5c596d85079672ae6fedd7d2,705,919,744,965
f0f0913386eaa67c8fb394275eb6336c,928,399,1010,454
1f6ba70d4942c80d78c571f6515cd21b,190,491,337,707
274338e758694835a4a0641e0a452edb,946,362,1040,376
5655e34b2104bd941ef67d0a617d66e8,486,447,583,465
45d3fb225752f1b28e382655f3ec9da9,248,162,281,179
61d7351481a060a61c826dd9df6fd52c,936,849,988,910
819e0bb04ca8e349da9d45c744ddab1b,1194,770,1220,847
6902e5c0af59a974cc2bf3789d552ec8,330,912,349,949
04610c1224a84cf2613777785f273a6d,418,521,482,549
8c8543033da5838ddc353f64664df839,704,408,972,554
4c7681c6fd102716d0981c4164da3972,470,0,915,472
ee2cb4e16b4d4e6fe15881551d75c71e,511,376,798,508
a682e1e49dbbbcff588a4e084485e794,886,312,1111,397
69dcfc0f497183e114a71f54e2f532a4,888,26,1280,421
3d3b8ab20718517d485352cfe360766f,344,0,707,1024
16a96153cc3ebdc46208455deda1e2e7,757,43,846,68
a4b8347689decf7a34669f77ec410464,701,891,728,1024
07b58414d23b9c44672ad42f8948151e,137,541,179,615
7c5efe476eb556974a753ecf3625d4a1,10,547,185,596
0333c0392a387e2dac06b22d42d9ddae,808,887,842,930
b5df82f0926df907a7aa2b0888cade66,785,629,883,734
919d7e32c8bec6f949cc6c1eacfa2277,834,762,872,888
5cb8aef150db63f407aeea081000072d,165,365,206,475
261219ca226ccbaa85b95c26da70ae15,0,44,368,365
e653137767a2b8c42f365e11723a3c62,912,501,985,646
7b8c98805342a347b5e2d5e6a27972d7,402,284,617,737
01b63922e17adce9842f502ce650166d,794,729,856,758
8cb9caed49d105fb39aa6e35fbefb426,1062,274,1146,350
c1d1c10c520041c79808391cbff904b9,72,577,460,725
ccbaff25979b7a12f391dc0891bb0e40,553,621,595,681
8d537f9dec328e1aee0b837c9c396d9f,178,96,218,145
