image_id,xmin,ymin,xmax,ymax
01020bc0bb704d91b2b9379fde9f098b,117,304,229,459
01043a38213e08c05f8953e358972d1c,597,777,684,914
0106fd8817d6d99a4fa7c03251af6ba8,194,367,237,408
0108e881a09b403a6f79024993f144bf,0,0,1280,983
01106dfcf09dd6324e53433e43096c64,283,248,728,1024
0113580f3742ef1a2e8cd4043d9bc418,183,275,279,381
0114e0e26ea7970ec0f021c98c081ebb,36,290,118,340
01161e89b9016890a1d1714e74f37134,580,139,621,163
0117436d720839c9d87eefc79047f942,983,521,1037,566
011b8bfa45aa1215909196c4a43c1b58,0,766,169,949
011be9539abf3b0a3d3c09e76c57b3a8,0,0,401,508
011d74dcd0ed7f63a8ddbb74fbd40a62,743,834,800,865
011e63b0b94b3a7a2427aef2ab7f8239,0,698,480,992
011fe6f5f3ca58047c997bcdb34cfd0b,1054,384,1186,534
0124f98566340d635b81b8aa951a6672,695,567,820,618
01284da22082b43bf67bc3e5b9c23ffb,46,445,233,634
01292004b8eea7dc615fad08bf37e171,459,483,536,596
012adc11e157a5ae8ec9b3af859a9585,222,340,592,567
01302f339e29f03875d877fd26cb9b65,531,180,629,304
01375462e2263e6ca1521bc3160c869e,0,734,216,811
013b44338f5cee77a668b87cc0789a2d,190,613,769,1005
013c5cae67bac58cd439447b6c15bbb3,569,191,1280,512
013ff10c17db4083f9ea0d451652c218,708,731,774,1024
0142227a6168b3399f5a19f4dbfb61ba,834,705,891,762
01436e2294529493b9d7a2c74fa6fe89,1118,167,1272,252
0146df09328f4e885092c32d9db52de8,817,253,885,277
01482145fc8f50d33a066c3014dcb62c,90,331,101,391
014b276b444106cc603ec617fd127901,608,0,1280,586
01504b091b197abb84608208b6e373dc,813,546,909,627
01504eefc9cf690bb490c5a987cc0df2,348,772,394,799
015235e5efe8890f7a6d21c578dcaa2c,716,895,753,922
01582ff6ae427decfab02a9a1c2cae4c,987,688,1145,962
015f0e752da095f328fa5be89a26a7fe,1067,102,1120,158
01624218b0bfb02d37d80a973878479d,46,917,157,959
0164dcf07c6821dfd6e5f0323bea1993,378,141,458,197
0168bab790f23f187f099ef9055b8fae,694,640,904,968
016c7a57c829fb072ebb6cb6c3756038,541,376,604,474
016db8dfbd9bc5a3807016b3d2e017ec,1065,848,1243,1022
01709c7ce93a0ebfcb9e266d09efcc4f,851,389,1048,456
01775981c9d6c5ee3de3b6c9ae9c5e7b,402,523,456,586
0178229ff5f5b17daf22a46f68962691,134,375,168,400
017839292c7541e5479aa117d927b82a,534,73,784,150
01791d93003e568fc2115ced36ed3f8a,808,391,833,423
0179a828e6135f5f96cc1de6af470f81,308,423,346,461
017be235548fa955a98a56aa88c3884c,1057,687,1150,773
017c4d444e3a805fa366d6f2cb0d622d,561,494,1280,819
0180f049435397aae5c09d7f5ac35d34,675,164,764,273
018425640cf5023d588a3cf1ca0af1bb,976,606,1046,635
01857fb0888e69b6ba2a42701fab2c10,771,528,803,562
018744a87d8f2380ad931fa748605369,455,12,527,106
018d0a7abf055e9273ea10cc095220a9,0,558,406,1024
01968fa09ccf2a99f7deffec15108e15,88,197,141,250
01975f437a3f15087c2f2cda2e7ea23d,281,163,311,199
01976583f42d15b739dd3075f8a14cb4,508,530,534,605
01987edf65d1a5417e830f9f5e99b106,978,538,1084,855
019b1828517dfcb7667167beada62848,326,0,704,286
019bd5233f9f19e6bed447234ce96aaf,697,235,764,289
01a53498239b1aa4365dcf93447ed848,851,797,910,863
01a8fbfaf270b1886e41a426e00eb496,42,583,290,661
01ab5c39d49f5217af45c5b4662e1f54,312,245,396,354
01ae33e755269ef7ab77210e814c4f56,197,694,553,877
01b185b08c0162e61a0257b3d0b1c18b,356,362,404,445
01b887dd2d590bed588b3d5b84aa7fc4,145,716,210,778
01c1a0c4a9151916943c96361beebd77,705,609,716,621
01c9eba669aab18c68715882b8dea983,172,827,183,856
01ca36575f22b7189808dedacfe7ff97,97,401,322,692
01cb19b86b408a71407f9dd293d43e4a,221,45,343,156
01cd4717beafd95910cd4d2fb92a5ad3,416,185,474,231
01e819f2248a5e4d2ded40e57abd8f54,390,715,440,808
01e90944c9c7ec36d7bbd904cd419a4c,991,367,1031,393
01edd563cb6ba022500f5f0b14369769,146,294,170,369
01f1ee67885e5d1170b44d839f20d1bb,0,0,841,536
01f53ad7901bf96e88c27b6ec8380ea1,0,480,579,873
01f8fe05d9abe42b3c464cea2fd23625,822,170,1058,315
01f99b5b246634471221c5021435c3e9,439,242,454,257
01fa8c1ae66b745f31c189e85fbc9996,525,62,1070,482
01fcd95cdcf8bb84ec4dfa7b87bf2abc,700,121,865,222
01fd1632fd0e7210d398215ff95373d6,406,906,486,998
01ffa32246b2756bb40f7ac10893a0a2,1103,650,1206,759
02010061244619a648f6affb150303b1,348,335,440,469
020244ef3a723561d18f5739437f4e8a,181,750,348,955
0208b43a8a5b6d052f938c90ade275b6,148,822,221,918
020b2bf679c8454c6e115f0be8c7e287,683,0,1280,1024
020bcb802f7f2b8f6a8d4ac9e809cb22,925,241,1280,339
020cbd51e9f0ebf7c764aa9d1031b1c3,358,352,373,392
0211252f8bf60390ae563453b1987d82,0,406,730,1024
021849724a4ecc5e751f2d96c6f601fe,713,660,835,822
0218d659169ef43036b0926d9c54fb62,319,611,355,647
021be52c8dcd3aaf64a591c398a5a67b,1127,803,1219,974
021c47710665c9ad78c4ea802b5f12af,678,738,942,1024
021d32f9c50245375d16d40e3b979688,64,64,435,303
021d4aca41a3283856699d0cf7c5c846,228,694,254,760
021efc17ae90f8188702fc48bfc33bbf,38,330,456,778
022059ae246f8de5c025a3a41a86084b,665,402,810,568
022100934e3e34f93b319a177bdec5c3,770,97,903,166
022469bc82d2d5f9db64ffa27715c269,1110,739,1127,757
02267e24c6ef610aa9ac627bdc20f768,1053,283,1083,313
0229eabbd58290766e4970511cbd3d18,501,799,891,966
022ad2cac414a0d0898669cb50a4a512,1082,565,1241,1024
022be4046ec76a7ff9a2c863934db304,610,216,644,286
0230244c10ee1113c971136203eacff1,577,168,716,277
0232cb6b3caa31c484a44989988db695,310,779,378,829
0233851f0d47fa3fff33f5502f60bfdf,241,181,300,244
0234c7d9ea84e37b18bcaa9051a3c478,220,30,508,258
0238bd8010890825985ecd0522d99f70,671,611,742,661
0239d07b5efc3cbff6e9461855b80be4,434,656,525,729
023b1019b49e59005eb88681981c7fae,527,463,587,577
023be8ce3f8c92cf62d129b7232ee0ec,159,79,358,231
023c9f39b372ce2557629fc29a6c4999,539,769,842,1024
023d4c376e38dcd309a97a39e52cfde8,802,727,1049,894
02413c5c8bc79126e2e5eacee7973315,0,492,541,1024
0241d2c038d35172e77e0cef3ecb497c,0,87,367,590
0246bd8ccf136d73cbd8556839b83fb1,109,51,673,1024
0246ff9dd81abcfab07a57df603cfe9e,576,57,642,96
02478c1f28bb8ff4121f204a7f2dad77,904,108,1151,185
0247913e05a6f5323853d8faeb44ed2b,0,0,392,343
02480f030dcaa0dc09b6a3d88f98c774,21,791,178,887
024860194a2ca8e4aad6504bd943c2e5,1088,252,1185,434
024a36367fccdf49bd20ed12f6f60dcf,594,40,804,269
024b7672ead947f43127d65ce6978eec,0,262,379,435
024c4278db8c77156e0d2ac2f64c15af,98,787,150,863
024d0a45dc5c16fbf14e9d5a8db27452,919,426,1142,805
024e5ff947a6aeccf40ab5bbb9bb21b2,871,0,1280,1024
025bc60a2ce8b4d1e3b79fd203ee7f35,0,201,175,767
0263257179fcf14793f40430713ece44,286,765,1280,976
02683441fa3fb0e650280aa2f3519e14,323,141,467,285
026885a3175701c12022797546b5125a,932,587,991,627
026b202dbc0cf52cb44d1981a73078a8,438,379,537,439
026b53d15ab9b00e4871a4d3ab727f99,1076,524,1124,636
0270ce9b749b406a00a7349ec9d44d1f,43,400,337,573
0270d4767d410988191f1d48d43d7d3a,507,571,675,772
0272a7fa7ab3cc41146db0bd9e49afa6,216,262,432,368
02736e152ae3424a6ab12f1ceb8f8343,110,501,178,585
02783f545253cbc31dc1452ddfbdbfab,341,635,489,726
027a0c125a29fda294f27c856e5bce5f,735,729,872,873
027bdc401b9540ff84257df899731d0c,919,592,986,716
027e01734b6e991345e61865ef725623,613,470,803,884
0281684c7b8eaa0b41bdf2b1ef759db6,0,0,1280,1024
0284174626e3d1e84f4e24ddae2c52c3,547,103,616,132
0284383260a4bb3893a2d7d6891ff269,915,0,1016,112
0284a7b0a0dd6b2446601d3e936885f3,1006,250,1091,386
0289b821888dfbe630b8ea9016c2540c,10,765,482,1024
028a41cb454bdffcb285872f7d1a475f,744,105,783,144
028aa56286e82b5409459d0e1f08ecda,98,159,117,190
028e4fdd9a7aa1b5ab02d3cb1292df8f,555,60,825,165
028e7789172deb6b20be6df6d23d7da9,716,689,875,883
029c0af0fb0c242e8bd8670a8ecd8b16,1115,94,1280,236
029eb5de4775577be0ff713bcffd8f52,991,460,1280,548
029f4893265b8c22c61c99f7eee2bce6,489,774,639,1024
029fbafeef546cd02c690042ef2879f5,387,6,789,430
02a15429c7e33c435af3cb14f8244dc0,992,0,1280,1024
02a3de03ba3975719f8f6c332e2a28d0,294,417,334,630
02a4f7b1b7b539df8df04bb7f2ec9157,101,86,144,163
02a55f977f65b5e35520aaf8d602aac6,699,528,765,551
02a65cb978aa175db7b0ac39e5031c67,148,241,240,336
02a6a88db6f66eba1aeb5c88858718c9,597,87,687,250
02a88fc07c2709f50807da1cfb29612c,779,473,837,524
02ab26e08decb456a2512f96d1328cf9,669,637,832,708
02ae528d77863606e7c86d85833b929e,284,44,334,90
02b05464ff6525dc46a47a66436e2c52,1160,768,1182,785
02b18e05f0ae394a925e834a71224c20,359,0,662,821
02b1e98abff2bdaf47799491f3662dab,521,753,548,851
02b45566307ff24d6f94ec00fc2f8571,496,543,790,604
02b482cd1bc90aee434256ca88afc621,543,336,578,425
02bb00899a37325d2ebdf6bff9f70e96,1169,243,1202,350
02be4e34020d32ad5f95fe0cf47f2a9b,514,476,813,826
02bf1816e8c441379166182b8808b5c8,1052,430,1206,548
02c12842cce528e6188b6e384f2a4302,446,506,531,666
02c2af9834c26e021fb46ee27e1072d1,152,339,196,363
02c3151e413631eedf75761150f10040,1163,192,1250,318
02c626d333c7d464395eb92891a135d5,1000,0,1051,146
02c69c68d4de8317aea062138a95187d,408,767,459,811
02caa74e4d0399970f069eaca714f858,698,526,803,589
02cbe08e4cab1d4475cd614434ff6394,559,772,592,826
02cc84e1121a2f66143f64af475d94d4,436,476,877,539
02d02830969aceeab31e6fe8ba56502f,128,318,207,398
02d04d943d522b9d715dacc08a252dc5,295,102,321,128
02d0dc34891b7c962c6e3d93005d6cbc,755,878,770,893
02d2b592acfed40a513c9e4a2fe94c02,682,727,749,1000
02d33391cedb57420b7a284084d5b69a,662,515,912,888
02d43ca7de43a41f1fe90087104da7f7,43,903,219,995
02d6fe772d46748f2c496280df27ebae,71,239,116,309
02ddddefba8c6462cc990c5c2b2b121e,818,0,1280,1024
02e69040602d5311bf6e678c7772b69a,426,402,494,450
02ec6ca6bfe3949f2b60320663ddeeb2,1081,300,1179,458
02f215fedcbb9a77006046cf5f14ac0d,933,281,962,310
02f2bf0f8803e3aa890dc52a387306dc,32,238,124,271
02f6b8cb7f170b208879382cd6872607,47,684,116,895
02f7b355312f435b282160c8a0fba5b5,0,14,753,197
02fc887b0bf94e8fc13615fc578f6f7a,0,198,338,467
02fdb834a2685320dfbf1c930cde7695,734,366,766,401
0300745ca206ce44fa026feeb0e190c7,121,58,500,214
03029ae65c0043d53b4555d2f4e8a4bc,218,674,305,747
03058f144d7ffe1d0a9d66e162175606,886,404,999,491
03059b975cf83d7eef4ad3d5fa3f995f,442,21,511,92
030a9ea55b5d79f7b7e4d7e64749535a,282,14,674,231
030c00adbe08179f99f57870f9978497,814,122,891,189
030e316b60bae314c8c9359b79d56f6c,358,918,399,944
030e3aee4eaa364cc3b3c430693a90e5,205,90,266,249
030f7424318f8611165e5c7d07f68f3e,0,490,1222,814
030f8a9684bc280a521461bbb04fbabf,556,0,870,333
0314489cadcd5260a8428e5588eee176,967,841,1060,974
031ae20acf3d114c5fe2a34bc36273b9,740,499,1280,836
031c5c506e62faa93d8aff9986d3a5ce,347,19,430,353
0327ea5e5bec2d86591a4d46c3533815,892,74,1047,181
032814e4f57d4a61ffef8a634f435ffe,222,32,354,298
0328f4ad358bfe078d6defddfa67611f,280,569,373,713
032965e7b6d6ff504fe1bffaa1a3dcac,0,0,822,1024
032b74ad87e5c0ae7ee3f29745e183dd,305,431,328,454
032de65f886bf43206d92518c238f480,448,541,561,686
032f7277ef785f9add8d4de71d4a084f,726,615,812,767
0334a9198cd40377cdd6c4c82b058813,777,321,814,359
0336e2abc0623bf5be96e3a5d38cc86d,903,323,1043,422
033cb36a136d973002c3b4cea97c1a5f,479,201,543,255
033e3d9e5f0fe7cd985f157a168c025b,1103,865,1140,891
0340ae70beb91dc6f05bdb7a7df67487,1097,496,1280,646
034378187a17a7833ccfd2d966b436ef,552,0,1013,396
0346ea943cf15bfe7dce1c9334fb7ee3,511,108,553,204
0347da515a47263aea3053e603fcaf67,759,342,1034,628
035047dc077fa2637ad8163d8aba2ff0,368,0,1280,937
0352da521a470405169856bd3d4ede74,88,443,366,1024
03541360ea3e7799cd2e7cd54dd05be2,222,67,288,170
0355a25527c4c934ec5518904919ec59,814,592,974,636
035dac2934f17b7e08a2cc4e0dd6198e,702,283,948,468
035dc02d971c77a9b07e9f93b3452795,49,330,126,444
035e01c7860ae0a8aa7367e3e8658732,177,438,234,525
035e8b39ce2d4258a700e265b98becd6,577,177,653,350
0360b8711995bf31149c853c1dea3e95,736,547,1073,700
0361438111c1b9f4ffe5f832aacb093a,215,351,489,748
0361702f3eef5a7ca1bdfb3bff68ab79,1011,184,1280,489
0362bb9219eb0574b054c231243c1a9a,458,799,704,1024
0364322aa4b0068bbdad4f7725183027,232,266,283,314
036abf0d4c284d0196b53692bf83a9f8,634,149,670,176
036e6f22101752919361998d619073b2,490,487,568,567
036f3274c2db0f629b93851a906e12af,0,222,254,503
0371f96fb28effeb0d6682cc6a80c1fc,462,694,623,767
037592feb476eb701ad43a0f8261e8f4,687,831,775,985
03775293a6b1fa8eeeb50226dfdb8848,831,559,1265,753
037b30fe4f320800832f60d33ed9d775,552,686,564,698
037cb855ae9321798b84fbaf425cc787,0,502,373,658
037e98e53ceb6daf17e6778780d18cf3,592,572,850,816
0380737c473f230ce9620dbbf517b2af,242,505,518,819
0384647db5822c58e10acb2f6e9cae88,37,248,175,420
038657cf3b5f9fab9840cfa0b3d5c37f,286,126,305,158
038c97f89a82ea06b3f75a3d12d1a66c,603,572,725,770
038f2ea74f62f7d5bc4f44c654f8bebc,174,9,255,122
03964dc9e1b96e5d435fbf2542e6a4c6,408,606,461,685
039c527b64f17754de3107694a62a519,812,335,895,512
03aae1df342d76a034bba0b83409604a,868,773,929,906
03ad015a369dc929ed347a8ba10d7edc,654,652,703,703
03adcb8a69efda101acb04ccc2b1c532,937,0,1280,1009
03b0485aad5616d38bbab1b1fe9e6911,737,137,840,269
03b06804cd2b002d09ed0ce461294cb1,513,0,694,149
03b53966fea1daf3e9282a537548524b,395,356,535,499
03b5b0b464e84ea34f469d0c59eb6261,706,348,885,459
03baa312890871a05de1c659b3276914,354,646,427,692
03bc1596e538b321d013309b9608b4dc,49,360,433,553
03bcba94351c5e65b19f6983d09e3564,402,648,432,677
03bd8a1289851db3dfc882eb68de0ae0,895,381,1023,460
03c10bb9b65a4c5d1c96c3b64628592a,280,876,347,947
03c31ceaee3c3e78bb2b7833f38ab717,893,92,1088,350
03c340ac967bfe805e60dff57b982d4e,0,458,1153,1024
03c410b8ec3960c3e511ed5490ca5267,0,0,1215,642
03c4422e056544dfce30934b144c3a7a,853,287,900,327
03c58f356d7b019076d33b5756f88076,933,310,1006,380
03c652af18f037a44d33c62d65d7d627,628,431,669,486
03c70b4015730f197a0dbed3d3e51913,592,785,780,1024
03c84d692b36d47505fd3203d878b5db,423,339,912,674
03c8a867582bac5b4a0530c56efa08d1,401,38,789,214
03ca31e8a9537398e7e79b841099a7a3,307,571,342,592
03cabac34b7db45f20a90ffdc2c0e05a,1062,318,1180,448
03cdc4f255e03fd8ebfc4a30f7ea5d63,758,569,1280,1024
03cfb6ab5a2dd943dc1b8fba4823ab21,108,484,136,510
03d3ea5f9f5e254350c3481ed902144d,318,936,390,1002
03d5ed0f54b79679a654b3fdf36129ef,292,442,432,577
03d8dbe12a3aeaae272eced5d07994a9,272,682,350,826
03d94912ce147b974e2bfb4a0b290d80,485,345,793,406
03dc7214eaa334b1c09cef6a8be89b82,552,445,586,495
03dc958fdcf146e6527af754feaf12ea,259,303,370,374
03e229515bf429cf3c6e8b5fcda12e0e,1107,769,1214,1004
03e4a26d0805c78315671b8acbc02b27,1078,568,1279,669
03e4cf311c84632c76900d55ee9e7932,874,603,1109,665
03eae55554eff4f7eec7744f5ccd2d52,976,854,1280,958
03ecaf30603f9bd48f83951f34667cd3,341,576,583,947
03f23d5cc095000679a0218084f0b856,1085,387,1165,499
03f3470849bd68ae227a7c8c51f61c63,819,557,847,602
03f6cd8b6dab90fb952fdaee68dbc54b,821,416,1149,934
03f72a3cdf8fb2420bb0f641efc8f3d3,493,878,521,916
03f8167472d12ef14fc40c8b6150526d,854,144,971,327
03fce88870ea16a214adbd5d44d53216,433,617,566,746
03fd9f09414ff84b62e38bad1916fae3,378,519,513,587
03fe5d72058e188ce2974d60b90a03bc,977,87,1065,103
03fe9a833461a222218656177af7a9b2,129,476,194,499
03feeb19ac43d518a82904e32968b434,132,611,388,1024
04018680a5cf50ec3b3a23bba933b0fb,820,582,1110,811
04019711a64da9ea305b507fafa0979f,909,49,955,84
0402e04629d94b2db1ac65849fec8d80,1099,937,1157,981
0405714cdad079469fe260ef5a483c19,1076,530,1128,570
0405cfa96837cb150abf71cf20e6b906,1011,821,1040,933
040775efbd9e06be6712f7ba1161d239,800,699,874,751
040a3ce333fb2ecde17e6f8b8bf9cbaa,963,916,1006,947
040d565948520ffc24b97898c36bb6f6,701,0,1280,281
041556687b2a799ede06654c65bdb36e,394,0,582,550
04173c9e76327cd22d093490fbc55b55,1079,753,1112,773
041babe128afcd054228d3d10f292939,536,108,948,413
042433cee474ef75ac6ec6727d71852f,570,652,588,718
04247147d02d1bb9bcf7d4faff8df239,588,129,732,323
0429fbfdfb1c716edc48b29bedfca1fa,1054,78,1070,125
042d6d2e5926f927d5da369441ccd8f5,605,146,767,277
042e5cf77e2aae0df448c4fd89b2014b,376,574,498,609
042fad83bc3b0d9d0d924cc7415e9f2e,438,321,839,633
04344f40bfdbfeecf21ac751c9e5deb6,201,431,357,579
043528f1d1caa3726429328879ac0866,861,682,926,768
043b3e6af43f59a535af5e4533a72c40,1194,892,1235,932
043cf768435bd27bdf008c2924393e53,704,665,726,736
043d3748f1f79bf711ad4496e8451651,620,274,666,350
0440184e8a852a66bfda69de244b219b,812,87,988,337
0440c7881c1420028a6837293e382561,154,256,532,565
0441cfe2e0b20684fe524c0fca03a2ea,110,0,595,371
0445074f628f9fd4c500db78eb142b27,704,84,767,224
044af28fd130d13b4a452d5f950fe3e6,218,416,356,620
044ea865abbcae8630934e010689a192,350,845,377,888
04559dcbc67de539454b68aee8af29fd,1019,461,1149,547
0455f7bee5bf54edc812da989eb798ff,21,457,107,582
045664a3153f689d9512562e54c16217,125,797,171,852
0457137e3016fc477d86385b3c262176,774,420,925,627
0457c3a2c0b9df408752babfe85f5b56,0,788,193,943
045b31dd7aa0fa1938e403c181841c1f,263,906,361,980
04626df1ceed34336318dc38d3fb9a95,390,738,539,812
0466031bb58dc511d8df328fa1b55ba2,1142,110,1232,126
04688acb2dc8a923a7138111100d31bd,1016,0,1280,149
046c347dae561cafbd581600f7f9fc24,166,347,223,404
0471392fcc66884df0c7f4a3499245da,941,117,953,130
0474131bada8d6a9f8a4c58ec1bd119d,204,503,375,667
0475eddf9193827d8fdd5023917ffc23,49,773,533,934
0478425662d31f5d0ee93c28eaa7a862,294,0,364,202
0478e1768f01a820bfc3bc726272ab34,126,312,1280,465
047999bf8f352d934a64ff870e93a75d,75,662,271,694
0482071a120a9cc35d40ca13adbf2bca,170,438,189,484
048266dabeaec0eb8d46273fd3823320,58,85,101,112
04840dd77e088063786a049c2b76e24b,423,388,1280,1024
048831ebc3f568fc8ac68323784d9d63,653,16,731,522
048a7e1c5346980368928d77775beb69,925,365,950,449
048cb5d2b4eea5b922498eeaca9657da,960,668,1025,737
048f7f53c9bf3b31cdcf4038ebac870c,951,357,972,377
0490f0146e69a069ab441ff0979bae61,564,49,659,124
0492e0f6a469352990b05a0b2d6bb5ec,837,492,990,806
04936ad0785a1f962401f716f2ba769d,154,404,341,547
0498e3ab6c6bf88c1885213bac9d01b1,207,449,573,651
049b392c05a33b84ecff76921f874870,549,188,565,267
049c60318830e30f561a0523c20c2496,76,477,445,692
049e11c4ba797da73c3a021063a2345e,460,0,1123,352
04a0b1870fcdffb5358035d93136a680,889,445,1012,497
04a16a876a23ede5d58a7f8f84d060f5,329,385,745,589
04a37bd3726219a55f91ffc532a96894,479,800,525,847
